VNDNBR,VndCode,VNDNAME,VNDTYPE,INV_YEAR, INVPAYAMT , INV_AMOUNT ,DPTNBR,DIV,DEPT,DEPT_CODE
M6003154,6003154,ซีโน-แปซิฟิค เทรดดิ้ง (ไทยแลนด์) บจก. (Equal),FOOD-MERCHANDISE,2023,"  1,342,478.94 ","  1,219,818.90 ",21610,04,10,0410
M6003179,6003179,มลฤดี สังข์มงคล,FOOD-MERCHANDISE,2023,"  13,434,837.20 ","  13,434,837.20 ",21730,05,30,0530
M6003195,6003195,พี.เอส.โชคทวี บจก.,FOOD-MERCHANDISE,2023,"  604,896.76 ","  565,324.29 ",21790,05,70,0570
M7000514,7000514,ยู.เอส.บิซิเนส บจก.,NONFOOD-MERCHANDISE,2023,"  1,716,078.59 ","  1,603,811.79 ",21310,02,10,0210
M7000577,7000577,นีโอ คอร์ปอเรท บจก.,NONFOOD-MERCHANDISE,2023,"  2,442,024.06 ","  1,417,008.15 ",21672,04,72,0472
M7000592,7000592,ณมน มาร์เกตติ้ง บจก.,NONFOOD-MERCHANDISE,2023,"  13,161.00 ","  12,300.00 ",21340,02,40,0240
M7000602,7000602,เจพัส อินเตอร์คอสเมติกส์ บจก.,NONFOOD-MERCHANDISE,2023,"  687,813.12 ","  642,816.00 ",21661,04,61,0461
M7000659,7000659,โอทูยู บจก.,NONFOOD-MERCHANDISE,2023,"  207,708.40 ",  -   ,21213,03,14,0314
M7000665,7000665,เอช.เค.ซี.(1989) บจก.,NONFOOD-MERCHANDISE,2023,"  1,860,809.18 ","  1,739,074.00 ",21110,03,80,0380
M6300547,6300547,ดีเคเอสเอช (ประเทศไทย) บจก. (Lay's),FOOD-MERCHANDISE,2023,"  8,838.81 ",  -   ,21630,04,30,0430
M6300570,6300570,เคซีจี คอร์ปอเรชั่น บมจ. (PLM),FOOD-MERCHANDISE,2023,"  384,795.79 ","  359,622.30 ",21630,04,30,0430
M6300605,6300605,เอส.อี.เอ. คอนซูเมอร์ โปรดักส์ บจก. (PLM),FOOD-MERCHANDISE,2023,"  43,327,722.68 ","  40,260,194.87 ",21610,04,10,0410
M6300605,6300605,เอส.อี.เอ. คอนซูเมอร์ โปรดักส์ บจก. (PLM),FOOD-MERCHANDISE,2023,"  8,693,034.42 ","  8,019,366.50 ",21640,04,40,0440
M6300609,6300609,มงคลเกษมรุ่งเรือง บจก. (PLM),FOOD-MERCHANDISE,2023,"  276,113,790.51 ","  276,128,724.51 ",21760,05,60,0560
M6900066,6900066,เจริญไอศกรีม หจก. (BCMM),FOOD-MERCHANDISE,2023,"  96,591.71 ","  90,272.60 ",21790,05,70,0570
M6900082,6900082,ฟอร์แคร์ อินโน บจก. BCMM (SME),FOOD-MERCHANDISE,2023,"  15,479.92 ","  14,467.20 ",21610,04,10,0410
M6900082,6900082,ฟอร์แคร์ อินโน บจก. BCMM (SME),FOOD-MERCHANDISE,2023,"  1,042,905.57 ","  974,678.11 ",21640,04,40,0440
M7000068,7000068,ไอ.ซี.ซี.อินเตอร์เนชั่นแนล บมจ. (Sheene Cosmetic),NONFOOD-MERCHANDISE,2023,"  5,249,570.72 ","  4,906,140.85 ",21661,04,61,0461
M7000073,7000073,สยาม นิโตริ บจก.,NONFOOD-MERCHANDISE,2023,"  493,484.00 ","  461,200.00 ",21320,02,20,0220
M6003244,6003244,ยูโรเปี้ยน สแนค ฟู้ด บจก.,FOOD-MERCHANDISE,2023,"  15,456,103.49 ","  14,444,956.54 ",21610,04,10,0410
M6003248,6003248,เอเซียติค อุตสาหกรรมเกษตร บจก.,FOOD-MERCHANDISE,2023,"  11,508,506.59 ","  10,737,863.23 ",21630,04,30,0430
M6003253,6003253,เสี่ยงติ้น หจก.,FOOD-MERCHANDISE,2023,"  1,003,514.65 ","  937,864.07 ",21650,04,50,0450
M6003259,6003259,วัฒนะชัย เตชะรวีสรรเพชร,FOOD-MERCHANDISE,2023,"  199,475.00 ","  201,415.00 ",21790,05,70,0570
M6003270,6003270,เบทาโกรเกษตรอุตสาหกรรม บจก.,FOOD-MERCHANDISE,2023,"  1,054,796,399.32 ","  1,056,997,458.55 ",21710,05,10,0510
M6003271,6003271,เบทาโกรเกษตรอุตสาหกรรม บจก. (Mini),FOOD-MERCHANDISE,2023,"  77,839.97 ",  -   ,21730,05,30,0530
M6003276,6003276,เบทาโกรเกษตรอุตสาหกรรม บจก. (แทน 6002663),FOOD-MERCHANDISE,2023,"  166,098,100.59 ","  166,098,100.59 ",21710,05,10,0510
M6003280,6003280,เอ แอนด์ เอ มีท ฟูด โปรดักส์ บจก. (เครื่องใน),FOOD-MERCHANDISE,2023,"  18,254,619.84 ","  18,277,712.84 ",21710,05,10,0510
M6003284,6003284,ภัทรธำรงค์ บจก.,FOOD-MERCHANDISE,2023,"  4,492,223.80 ","  4,198,340.00 ",21610,04,10,0410
M6300627,6300627,กลุ่มแปรรูปผลิตผลทางการเกษตรสามร้อยยอด (PLM),FOOD-MERCHANDISE,2023,"  658,680.02 ","  658,680.02 ",21760,05,60,0560
M6300634,6300634,ยามูต้า บจก. (PLM),FOOD-MERCHANDISE,2023,"  2,557,278.60 ","  2,389,980.00 ",21650,04,50,0450
M6300653,6300653,คิงส์ วิช บจก. (แทน 6300509),FOOD-MERCHANDISE,2023,"  25,537,511.74 ","  23,866,833.30 ",21790,05,70,0570
M6300675,6300675,เกรทเตอร์ โพลี แมนูแฟคเจอริ่ง บจก. (PLM),FOOD-MERCHANDISE,2023,"  780,158.40 ","  729,120.00 ",21660,04,60,0460
M6300676,6300676,เจ มายกี้ไทย กรุ๊ป บจก.,FOOD-MERCHANDISE,2023,"  1,006,522.66 ","  940,675.34 ",21660,04,60,0460
M6300677,6300677,เอ็มวายยู-นิค บจก.,FOOD-MERCHANDISE,2023,"  961,106.10 ","  867,990.00 ",21661,04,61,0461
M6300683,6300683,สวนผึ้งหวาน บจก. (Export),FOOD-MERCHANDISE,2023,"  610,291.62 ","  570,366.00 ",21620,04,20,0420
M6300692,6300692,พูนผลเทรดดิ้ง บจก. (PLM),FOOD-MERCHANDISE,2023,"  46,567,943.68 ","  46,567,943.68 ",21630,04,30,0430
M6300701,6300701,ริเวอร์โปร อินเตอร์เทรด บจก. (PLM),FOOD-MERCHANDISE,2023,"  8,355,906.07 ",  -   ,21630,04,30,0430
M6300721,6300721,ชัยชาดา บจก. (EXPORT),FOOD-MERCHANDISE,2023,"  639,945.60 ","  598,080.00 ",21610,04,10,0410
M6300732,6300732,ควีน โฟรเซ่น ฟรุต บจก. (EXPORT),FOOD-MERCHANDISE,2023,"  7,240,000.00 ","  7,240,000.00 ",21730,05,30,0530
M6300741,6300741,แฟชั่นฟู้ด บจก. (Export MMVN),FOOD-MERCHANDISE,2023,"  210,255.00 ","  64,495.20 ",21630,04,30,0430
M6400035,6400035,ยูเนียนฟูดอินดัสตรี บจก.,FOOD-HORECA/WHOLESALE,2023,"  5,764,806.21 ","  5,345,462.04 ",21630,04,30,0430
M6400150,6400150,ไทยซอสเซสมาร์เก็ตติ้ง บจก. (Horeca),FOOD-HORECA/WHOLESALE,2023,"  870,726.90 ","  813,763.38 ",21760,05,60,0560
M6400397,6400397,กรีนแพค มาร์เก็ตติ้ง บจก.,FOOD-HORECA/WHOLESALE,2023,"  19,555.42 ","  18,276.09 ",21671,04,71,0471
M6400468,6400468,เคซีจี คอร์ปอเรชั่น บมจ. (Horeca),FOOD-HORECA/WHOLESALE,2023,"  227,980.84 ","  213,066.22 ",21761,05,61,0561
M6600018,6600018,บางกอกแร้นซ์ บมจ. (BCFS),FOOD-MERCHANDISE,2023,"  1,647,844.28 ","  1,587,002.22 ",21790,05,70,0570
M6600023,6600023,สหกรณ์เครือข่ายโคเนื้อ จำกัด (เนื้อสด) BCFS,FOOD-MERCHANDISE,2023,"  261,890.00 ","  261,890.00 ",21710,05,10,0510
M6600026,6600026,อายิโนะโมะโต๊ะเซลส์ (ประเทศไทย) บจก. (BCFS),FOOD-MERCHANDISE,2023,"  428,264.38 ","  163,394.14 ",21610,04,10,0410
M6600026,6600026,อายิโนะโมะโต๊ะเซลส์ (ประเทศไทย) บจก. (BCFS),FOOD-MERCHANDISE,2023,"  374,090.41 ","  39,353.60 ",21631,04,31,0431
M6600026,6600026,อายิโนะโมะโต๊ะเซลส์ (ประเทศไทย) บจก. (BCFS),FOOD-MERCHANDISE,2023,"  13,875,684.96 ","  12,922,026.06 ",21640,04,40,0440
M6600042,6600042,เอเซีย อินเตอร์ ไรซ์ บจก. (BCFS),FOOD-MERCHANDISE,2023,"  3,958,647.06 ","  3,958,647.06 ",21630,04,30,0430
M7000185,7000185,ที.เอ็น.ซี.โปรดักส์ กรุ๊ป บจก.,NONFOOD-MERCHANDISE,2023,"  2,074,860.54 ","  1,939,122.00 ",21340,02,40,0240
M7000219,7000219,ดีเคเอสเอช (ประเทศไทย) บจก. (Scotch Brite3M),NONFOOD-MERCHANDISE,2023,"  178,057,821.39 ","  166,379,848.43 ",21310,02,10,0210
M7000226,7000226,โอสถสภา บมจ.,NONFOOD-MERCHANDISE,2023,"  32,370,834.26 ","  30,253,116.03 ",21670,04,70,0470
M7000262,7000262,สันทราย ฟุตแวร์ บจก.,NONFOOD-MERCHANDISE,2023,"  740,289.13 ","  691,858.30 ",21250,03,50,0350
M7000286,7000286,สยามเด่นภัณฑ์โปรดักส์แอนด์เซล บจก.,NONFOOD-MERCHANDISE,2023,"  512,457.24 ","  478,932.00 ",21310,02,10,0210
M7000312,7000312,คาสสินี่ กรุ๊ป บจก.,NONFOOD-MERCHANDISE,2023,"  358,651.15 ","  338,796.96 ",21350,02,50,0250
M7000358,7000358,ไอบีส อินเตอร์เนชั่นแนล บจก.,NONFOOD-MERCHANDISE,2023,"  420,711.16 ","  393,188.00 ",21340,02,40,0240
M7000391,7000391,ซันกิ ควอลิตี้ โปรดักส์ บจก.,NONFOOD-MERCHANDISE,2023,"  170,392.15 ","  159,245.00 ",21340,02,40,0240
M6003225,6003225,สหพัฒนพิบูล บมจ. (ซื่อสัตย์),FOOD-MERCHANDISE,2023,"  949,759.62 ","  356,603.16 ",21631,04,31,0431
M6003229,6003229,ผึ้งหลวง สไปซ์ บจก.,FOOD-MERCHANDISE,2023,"  922,489.80 ","  862,140.00 ",21630,04,30,0430
M6003245,6003245,เฟรนช์ เบเกอร์รี่ โซลูชั่น บจก.,FOOD-MERCHANDISE,2023,"  5,093,923.77 ","  4,760,676.08 ",21750,05,50,0550
M6003270,6003270,เบทาโกรเกษตรอุตสาหกรรม บจก.,FOOD-MERCHANDISE,2023,"  11,078,034.14 ","  11,054,033.68 ",21790,05,70,0570
M6003271,6003271,เบทาโกรเกษตรอุตสาหกรรม บจก. (Mini),FOOD-MERCHANDISE,2023,"  14,357,739.43 ","  13,418,448.01 ",21790,05,70,0570
M6003288,6003288,โปรเวิร์ค เทรดดิ้ง บจก.,FOOD-MERCHANDISE,2023,"  2,985,603.51 ","  2,790,283.49 ",21661,04,61,0461
M6003306,6003306,ธนารักษ์ อินเตอร์ฟู้ดส์ บจก. (FF),FOOD-MERCHANDISE,2023,"  541,248.31 ","  505,839.60 ",21760,05,60,0560
M7000745,7000745,ฟูจิเทล บจก.,NONFOOD-MERCHANDISE,2023,"  5,168,546.41 ","  4,832,081.33 ",21560,01,60,0160
M7000800,7000800,การ์ตูน แคแร็คเตอร์ บจก.,NONFOOD-MERCHANDISE,2023,"  5,916,438.73 ","  5,519,886.42 ",21340,02,40,0240
M7000861,7000861,เอส.วาย.เค.ออโต้พาร์ต อิมปอร์ต-เอ็กซ์ปอร์ต บจก.,NONFOOD-MERCHANDISE,2023,"  2,958,227.93 ","  2,764,699.00 ",21340,02,40,0240
M7001027,7001027,โชคชัยรุ่งเรืองทรัพย์ การ์เม้นท์ บจก. (M7001027),NONFOOD-MERCHANDISE,2023,"  17,082,149.82 ","  15,964,626.00 ",21220,03,20,0320
M7001036,7001036,ไอ บานาน่า อินเตอร์เทรด (ไทยแลนด์) บจก.,NONFOOD-MERCHANDISE,2023,  8.56 ,  8.00 ,21520,01,20,0120
M6300297,6300297,สยามฟู้ดส์ แอนด์ เบเวอร์เรจส์ บจก. (LP),FOOD-MERCHANDISE,2023,"  7,024,803.02 ","  6,565,236.72 ",21760,05,60,0560
M6300301,6300301,ซีอาร์จี แมนูแฟคเจอริ่ง บจก. (M6300301),FOOD-MERCHANDISE,2023,"  11,516,352.84 ","  10,762,946.62 ",21790,05,70,0570
M6300322,6300322,เนเจอร์ สไปซ์  บจก.,FOOD-MERCHANDISE,2023,"  3,375,321.42 ","  3,154,506.00 ",21630,04,30,0430
M6300326,6300326,เจริญดีมาร์เก็ตติ้ง บจก.,FOOD-MERCHANDISE,2023,"  1,586,304.00 ","  1,586,304.00 ",21630,04,30,0430
M6300379,6300379,สหกรณ์การเกษตร เกษตรวิสัย จำกัด.,FOOD-MERCHANDISE,2023,"  3,211,200.00 ","  3,211,200.00 ",21630,04,30,0430
M6300398,6300398,กรุงเทพน้ำทิพย์ บจก.,FOOD-MERCHANDISE,2023,"  216,784,409.72 ","  202,602,252.40 ",21640,04,40,0440
M6300445,6300445,เอส.ดับบลิว.ฟู้ดเทค บจก. (M6300445),FOOD-MERCHANDISE,2023,"  66,744,362.85 ","  66,744,362.85 ",21760,05,60,0560
M6600050,6600050,พรสยาม เทรดดิ้ง บจก. (BCFS),FOOD-MERCHANDISE,2023,"  14,204.33 ","  10,350.00 ",21611,04,11,0411
M6600063,6600063,เฮอริเทจ มาร์เก็ตติ้ง บจก. (BCFS),FOOD-MERCHANDISE,2023,"  20,275.20 ","  20,275.20 ",21760,05,60,0560
M6600072,6600072,ภาเบญ ฟู้ดส์ บจก. (BCFS),FOOD-MERCHANDISE,2023,"  179,184.23 ","  167,461.91 ",21630,04,30,0430
M6600083,6600083,ดีซีเอช ออริกา (ประเทศไทย) บจก. (BCFS),FOOD-MERCHANDISE,2023,"  54,963.44 ","  51,367.75 ",21672,04,72,0472
M6003292,6003292,ไทย เจริญ มาร์เก็ตติ้ง บจก.,FOOD-MERCHANDISE,2023,"  10,132,232.18 ","  9,469,375.92 ",21760,05,60,0560
M6003294,6003294,แคสป้า ฟาร์มาซูติคอล (ประเทศไทย) บจก.,FOOD-MERCHANDISE,2023,"  250,516.71 ","  181,217.76 ",21840,06,20,0620
M6003309,6003309,โนวา ออร์แกนิค บมจ.,FOOD-MERCHANDISE,2023,"  970,569.41 ","  907,074.24 ",21610,04,10,0410
M6003458,6003458,ไทย อกริ ฟู้ดส์ บมจ. (แบรนด์อร่อยดี),FOOD-MERCHANDISE,2023,"  62,013,796.40 ","  54,335,550.00 ",21630,04,30,0430
M6003460,6003460,กุนธัต (ประเทศไทย) บจก.,FOOD-MERCHANDISE,2023,"  232,698.25 ","  217,475.00 ",21750,05,50,0550
M6600094,6600094,โกลบอล ฟู้ด โปรดักส์ บจก. (BCFS),FOOD-MERCHANDISE,2023,"  48,457.47 ","  14,094.74 ",21640,04,40,0440
M6600096,6600096,นอติลุสฟู้ด (ประเทศไทย) บจก. (BCFS),FOOD-MERCHANDISE,2023,"  438,153.21 ","  350,788.18 ",21630,04,30,0430
M6600097,6600097,โกเบ-ย่า โชกุฮิน โคเงียว บจก. (BCFS),FOOD-MERCHANDISE,2023,"  7,383.00 ","  6,900.00 ",21610,04,10,0410
M6600104,6600104,เดโช บจก. (BCFS),FOOD-MERCHANDISE,2023,"  62,592.44 ","  58,497.60 ",21620,04,20,0420
M6600107,6600107,ชัยเสรี บจก. (BCFS),FOOD-MERCHANDISE,2023,"  207,783.30 ","  194,190.00 ",21630,04,30,0430
M6600112,6600112,พี.เอฟ.พี.เทรดดิ้ง บจก. (BCFS),FOOD-MERCHANDISE,2023,"  632,547.47 ","  591,165.80 ",21790,05,70,0570
M6600114,6600114,เนสท์เล่ (ไทย) บจก. (BCFS),FOOD-MERCHANDISE,2023,"  22,938.66 ","  21,438.00 ",21620,04,20,0420
M6600115,6600115,แมสมาร์เกตติ้ง บจก. (BCFS),FOOD-MERCHANDISE,2023,"  88,213.41 ","  49,434.77 ",21630,04,30,0430
M6600119,6600119,ยูนิลีเวอร์ ไทย เทรดดิ้ง บจก. (HPC+FOOD),FOOD-MERCHANDISE,2023,"  612,262.00 ","  386,769.12 ",21660,04,60,0460
M6600120,6600120,ยูนิลีเวอร์ ไทย เทรดดิ้ง บจก. (SOLUTION),FOOD-MERCHANDISE,2023,"  1,096.75 ",  750.01 ,21611,04,11,0411
M6600120,6600120,ยูนิลีเวอร์ ไทย เทรดดิ้ง บจก. (SOLUTION),FOOD-MERCHANDISE,2023,"  470,704.27 ","  368,259.37 ",21630,04,30,0430
M6003320,6003320,เลอ โบมอนท์ บจก.,FOOD-MERCHANDISE,2023,"  3,694,659.93 ","  3,491,301.51 ",21680,04,80,0480
M6003328,6003328,พีทีเอ็น กัวร์เม มาร์เก็ตติ้ง บจก. (M6003328),FOOD-MERCHANDISE,2023,"  9,542,033.54 ","  9,361,509.07 ",21790,05,70,0570
M6003434,6003434,บิ๊ก วัน อินเตอร์เทรด บจก. (MM),FOOD-MERCHANDISE,2023,"  14,979,497.58 ","  13,999,530.49 ",21620,04,20,0420
M6003457,6003457,ไทยเซ็นเตอร์ฟู้ด โปรดักส์ บจก.,FOOD-MERCHANDISE,2023,"  2,578,992.31 ","  2,410,273.20 ",21760,05,60,0560
M6003462,6003462,บุญรอด เทรดดิ้ง บจก.,FOOD-MERCHANDISE,2023,"  8,431,388.98 ","  7,846,795.57 ",21630,04,30,0430
M6003485,6003485,คอนเนค แอนด์ แกเธอร์ บจก.,FOOD-MERCHANDISE,2023,"  69,978.00 ","  65,400.00 ",21610,04,10,0410
M6003485,6003485,คอนเนค แอนด์ แกเธอร์ บจก.,FOOD-MERCHANDISE,2023,"  517,389.94 ","  481,962.00 ",21640,04,40,0440
M6600120,6600120,ยูนิลีเวอร์ ไทย เทรดดิ้ง บจก. (SOLUTION),FOOD-MERCHANDISE,2023,"  408,732.74 ","  381,993.20 ",21790,05,70,0570
M6600131,6600131,โปรไทย บจก. (BCFS),FOOD-MERCHANDISE,2023,"  470,070.00 ","  394,218.99 ",21630,04,30,0430
M6600132,6600132,ฟรานซ์ อินเตอร์เทรด บจก. (BCFS),FOOD-MERCHANDISE,2023,"  74,813.34 ","  69,919.01 ",21630,04,30,0430
M6600136,6600136,ริช โปรดักส์ แมนูแฟคเจอริ่ง (ประเทศไทย) บจก. (BCFS),FOOD-MERCHANDISE,2023, NULL ,  -   ,21750,05,50,0550
M6600141,6600141,อินเตอร์รุ่งเรือง กรุ๊ป บจก. (BCFS),FOOD-MERCHANDISE,2023,"  166,636.83 ","  155,735.31 ",21630,04,30,0430
M6600144,6600144,ซี.พี. คอนซูเมอร์ โพรดักส์ บจก. (BCFS),FOOD-MERCHANDISE,2023,"  599,153.60 ","  559,956.63 ",21660,04,60,0460
M6600146,6600146,เคซีจี คอร์ปอเรชั่น บมจ. (BCFS),FOOD-MERCHANDISE,2023,"  48,820.21 ",  -   ,21630,04,30,0430
M6600146,6600146,เคซีจี คอร์ปอเรชั่น บมจ. (BCFS),FOOD-MERCHANDISE,2023,"  37,799.93 ","  35,327.04 ",21740,05,40,0540
M6600149,6600149,"บราวน์-ฟอร์แมน ไทยแลนด์, แอล. แอล. ซี. (BCFS)",FOOD-MERCHANDISE,2023,"  851,578.88 ","  795,868.08 ",21650,04,50,0450
M6600152,6600152,ฉั่วฮะเส็ง ฟู้ดโปรดักส์ บจก. (BCFS),FOOD-MERCHANDISE,2023,"  30,867.45 ","  5,495.04 ",21610,04,10,0410
M6600161,6600161,ซีเอ็มดับบลิว ฟูดส์ ซัพพอร์ต บจก. (BCFS),FOOD-MERCHANDISE,2023, NULL ,  -   ,21710,05,10,0510
M6600174,6600174,ไพรซ์อินเตอร์แพค (1999) บจก. (BCFS),FOOD-MERCHANDISE,2023,"  512,187.60 ","  72,000.00 ",21730,05,30,0530
M6600175,6600175,ตะวันพืชผล บจก. DF (BCFS),FOOD-MERCHANDISE,2023,"  269,685.84 ","  269,139.00 ",21630,04,30,0430
M6600177,6600177,สหพัฒนพิบูล บมจ. (HBA) BCFS,FOOD-MERCHANDISE,2023,"  127,699.95 ",  57.46 ,21630,04,30,0430
M6600185,6600185,โมเดิร์นเทรด แมนเนจเม้นท์ บจก. Oishi (BCFS),ASSOCIATE - RPT,2023, NULL ,  -   ,21640,04,40,0440
M6600190,6600190,ดีเคเอสเอช (ประเทศไทย) บจก. (Aura) BCFS,FOOD-MERCHANDISE,2023,"  689,322.51 ","  644,226.64 ",21640,04,40,0440
